STATE_NAME,STATE,COUNTY,COUNTY_CODE,YEAR,POPULATION,MME_Conversion_Factor,MME_per_capita
COLORADO,CO,BACA COUNTY,8009,2012,3722,4810.200723,1.2923698879371306
COLORADO,CO,BACA COUNTY,8009,2013,3656,3441.696128,0.941382967
COLORADO,CO,BACA COUNTY,8009,2014,3586,9218.135566,2.5705899514026767
COLORADO,CO,BACA COUNTY,8009,2015,3554,2603.619964831999,0.7325886226314009
COLORADO,CO,BENT COUNTY,8011,2007,5715,1611.148381,0.2819157272628171
COLORADO,CO,BENT COUNTY,8011,2008,5962,1790.219021,0.30027155677608186
COLORADO,CO,BENT COUNTY,8011,2009,6425,2079.413731,0.32364416045945527
COLORADO,CO,BENT COUNTY,8011,2010,6500,2803.615284,0.43132542830723075
COLORADO,CO,BENT COUNTY,8011,2011,6424,3654.061349,0.5688140331214975
COLORADO,CO,BENT COUNTY,8011,2012,5850,3670.113489,0.627369827
COLORADO,CO,BENT COUNTY,8011,2013,5759,2857.815537,0.49623468266235454
COLORADO,CO,BENT COUNTY,8011,2014,5821,2688.490484,0.4618605881650919
COLORADO,CO,BENT COUNTY,8011,2015,5891,2909.366357,0.49386629718333047
COLORADO,CO,BOULDER COUNTY,8013,2007,287428,208846.1185,0.7266032483322328
COLORADO,CO,BOULDER COUNTY,8013,2008,290859,240635.20516475453,0.8273259729448101
COLORADO,CO,BOULDER COUNTY,8013,2009,293190,256802.922,0.8758924997032811
COLORADO,CO,BOULDER COUNTY,8013,2010,295056,282860.9158,0.9586685776157204
COLORADO,CO,BOULDER COUNTY,8013,2011,300045,295846.52772963373,0.9860071913534094
COLORADO,CO,BOULDER COUNTY,8013,2012,304717,292292.0423,0.9592245997091039
COLORADO,CO,BOULDER COUNTY,8013,2013,309538,281495.2453,0.909404484
COLORADO,CO,BOULDER COUNTY,8013,2014,312525,266327.2121,0.8521789045525126
COLORADO,CO,BOULDER COUNTY,8013,2015,318408,261012.1206,0.8197410888459586
COLORADO,CO,BROOMFIELD COUNTY,8014,2007,51526,32284026.39647665,626.5579784279131
COLORADO,CO,BROOMFIELD COUNTY,8014,2008,53181,6211021.336006898,116.79023215070981
COLORADO,CO,BROOMFIELD COUNTY,8014,2009,54789,2266712.0359467934,41.371662851061224
COLORADO,CO,BROOMFIELD COUNTY,8014,2010,56212,2566733.290800147,45.66166104746579
COLORADO,CO,BROOMFIELD COUNTY,8014,2011,57485,442365.14677366975,7.695314373726533
COLORADO,CO,BROOMFIELD COUNTY,8014,2012,58971,640051.3549339812,10.853662900984911
COLORADO,CO,BROOMFIELD COUNTY,8014,2013,60158,2744333.994946622,45.61877048682838
COLORADO,CO,BROOMFIELD COUNTY,8014,2014,61791,1335400.4985593113,21.61156962274945
COLORADO,CO,BROOMFIELD COUNTY,8014,2015,64914,1191483.076536989,18.354793673737394
COLORADO,CO,CHAFFEE COUNTY,8015,2007,17377,12278.31274,0.7065841479162974
COLORADO,CO,CHAFFEE COUNTY,8015,2008,17573,13957.67119,0.7942679788860183
COLORADO,CO,CHAFFEE COUNTY,8015,2009,17852,14436.79551,0.8086934522095843
COLORADO,CO,CHAFFEE COUNTY,8015,2010,17808,15755.64812,0.88475113
COLORADO,CO,CHAFFEE COUNTY,8015,2011,18035,18109.42379,1.0041266307621015
COLORADO,CO,CHAFFEE COUNTY,8015,2012,18164,20262.2407,1.115516444429531
COLORADO,CO,CHAFFEE COUNTY,8015,2013,18375,19064.57307,1.037527786031728
COLORADO,CO,CHAFFEE COUNTY,8015,2014,18471,20992.38676,1.1365051574028207
COLORADO,CO,CHAFFEE COUNTY,8015,2015,18635,19129.97183,1.0265614077071639
COLORADO,CO,CHEYENNE COUNTY,8017,2007,1863,475.8596824,0.2554265606252281
COLORADO,CO,CHEYENNE COUNTY,8017,2008,1881,578.7173251,0.30766471296273257
COLORADO,CO,CHEYENNE COUNTY,8017,2009,1843,614.4189618,0.33337979479110147
COLORADO,CO,CHEYENNE COUNTY,8017,2010,1833,1298.871068,0.7086039651063829
COLORADO,CO,CHEYENNE COUNTY,8017,2011,1863,1240.705039,0.6659715719377348
COLORADO,CO,CHEYENNE COUNTY,8017,2012,1871,974.0466127,0.520602145
COLORADO,CO,CHEYENNE COUNTY,8017,2013,1878,1074.179018,0.5719803079392971
COLORADO,CO,CHEYENNE COUNTY,8017,2014,1845,1246.560109,0.6756423357550135
COLORADO,CO,CHEYENNE COUNTY,8017,2015,1826,1302.653022,0.7133915783953998
COLORADO,CO,CLEAR CREEK COUNTY,8019,2007,9152,4563.019643,0.4985816917514205
COLORADO,CO,CLEAR CREEK COUNTY,8019,2008,9138,4906.135907,0.5368938396397461
COLORADO,CO,CLEAR CREEK COUNTY,8019,2009,8994,6420.102326,0.7138205832949744
COLORADO,CO,CLEAR CREEK COUNTY,8019,2010,9084,6917.493744,0.7615030541455307
COLORADO,CO,CLEAR CREEK COUNTY,8019,2011,9012,6968.260558,0.7732202127936085
COLORADO,CO,CLEAR CREEK COUNTY,8019,2012,9017,4211.219276,0.4670310831072142
COLORADO,CO,CLEAR CREEK COUNTY,8019,2013,9025,4095.651607,0.4538118123979501
COLORADO,CO,CLEAR CREEK COUNTY,8019,2014,9124,3392.052759,0.371772551
COLORADO,CO,CLEAR CREEK COUNTY,8019,2015,9246,2951.291129,0.3191965313423102
COLORADO,CO,CONEJOS COUNTY,8021,2007,8217,4437.132676,0.5399942407746136
COLORADO,CO,CONEJOS COUNTY,8021,2008,8200,4342.092417,0.5295234654618293
COLORADO,CO,CONEJOS COUNTY,8021,2009,8140,3842.732177,0.47208011998906635
COLORADO,CO,CONEJOS COUNTY,8021,2010,8312,4094.207349,0.49256585043070256
COLORADO,CO,CONEJOS COUNTY,8021,2011,8291,5220.989966,0.6297177621905681
COLORADO,CO,CONEJOS COUNTY,8021,2012,8248,6879.275501,0.8340537706741028
COLORADO,CO,CONEJOS COUNTY,8021,2013,8199,6895.07191,0.840964985
COLORADO,CO,CONEJOS COUNTY,8021,2014,8230,4883.314174,0.5933553066722964
COLORADO,CO,CONEJOS COUNTY,8021,2015,8064,3511.025862,0.4353950721217758
COLORADO,CO,COSTILLA COUNTY,8023,2007,3567,0,0
COLORADO,CO,COSTILLA COUNTY,8023,2008,3532,0,0
COLORADO,CO,COSTILLA COUNTY,8023,2009,3481,0,0
COLORADO,CO,COSTILLA COUNTY,8023,2010,3529,0,0
COLORADO,CO,COSTILLA COUNTY,8023,2011,3640,0.186724,5.12978021978022e-05
COLORADO,CO,COSTILLA COUNTY,8023,2012,3601,0,0
COLORADO,CO,COSTILLA COUNTY,8023,2013,3540,0,0
COLORADO,CO,COSTILLA COUNTY,8023,2014,3560,0,0
COLORADO,CO,COSTILLA COUNTY,8023,2015,3576,0,0
COLORADO,CO,CROWLEY COUNTY,8025,2007,6015,4582.015718,0.7617648741482959
COLORADO,CO,CROWLEY COUNTY,8025,2008,5947,4367.43271,0.7343925862602994
COLORADO,CO,CROWLEY COUNTY,8025,2009,5797,4362.235296,0.7524987573595825
COLORADO,CO,CROWLEY COUNTY,8025,2010,5859,5312.021889,0.9066430942677078
COLORADO,CO,CROWLEY COUNTY,8025,2011,5884,5181.208061,0.8805588138844322
COLORADO,CO,CROWLEY COUNTY,8025,2012,5468,5342.64831,0.9770754042048282
COLORADO,CO,CROWLEY COUNTY,8025,2013,5352,4749.007682,0.8873332739406764
COLORADO,CO,CROWLEY COUNTY,8025,2014,5610,5024.861988,0.8956973240030304
COLORADO,CO,CROWLEY COUNTY,8025,2015,5633,4270.350299890999,0.758095207
COLORADO,CO,CUSTER COUNTY,8027,2007,4112,6.03352,0.001467296
COLORADO,CO,CUSTER COUNTY,8027,2008,4107,4.372981034,0.001064763
COLORADO,CO,CUSTER COUNTY,8027,2009,4190,5.103781034,0.001218086
COLORADO,CO,CUSTER COUNTY,8027,2010,4278,4.945161035,0.001155952
COLORADO,CO,CUSTER COUNTY,8027,2011,4224,5.812905199,0.001376161
COLORADO,CO,CUSTER COUNTY,8027,2012,4217,7.671973332,0.001819296
COLORADO,CO,CUSTER COUNTY,8027,2013,4260,10.45295643,0.002453746
COLORADO,CO,CUSTER COUNTY,8027,2014,4339,4.0179,0.000925997
COLORADO,CO,CUSTER COUNTY,8027,2015,4434,0.09,2.0297699594046006e-05
COLORADO,CO,DELTA COUNTY,8029,2007,30121,30020.16624,0.9966523766967398
COLORADO,CO,DELTA COUNTY,8029,2008,30712,34844.95739,1.1345714180756903
COLORADO,CO,DELTA COUNTY,8029,2009,31156,30801.450255565494,0.9886201776725349
COLORADO,CO,DELTA COUNTY,8029,2010,30858,26971.22227,0.8740431095439756
COLORADO,CO,DELTA COUNTY,8029,2011,30398,28002.17925,0.9211849215997269
COLORADO,CO,DELTA COUNTY,8029,2012,30473,31280.894975418498,1.0265118293380533
COLORADO,CO,DELTA COUNTY,8029,2013,30349,26128.27542,0.8609270624750404
COLORADO,CO,DELTA COUNTY,8029,2014,29973,25647.48785,0.8556863794160411
COLORADO,CO,DELTA COUNTY,8029,2015,29925,23440.27505,0.7833007536430744
COLORADO,CO,DENVER COUNTY,8031,2007,564395,1730749.921630717,3.0665578568745597
COLORADO,CO,DENVER COUNTY,8031,2008,575721,2053691.1324702871,3.5671638388564726
COLORADO,CO,DENVER COUNTY,8031,2009,589011,2383003.2022024686,4.045770286467432
COLORADO,CO,DENVER COUNTY,8031,2010,603012,2296308.329223784,3.8080640670895174
COLORADO,CO,DENVER COUNTY,8031,2011,620250,2375066.0894546574,3.8292077218132325
COLORADO,CO,DENVER COUNTY,8031,2012,634965,3252385.4422659115,5.122149161396158
COLORADO,CO,DENVER COUNTY,8031,2013,649270,3679372.909827905,5.666938114848837
COLORADO,CO,DENVER COUNTY,8031,2014,664540,4079892.071605096,6.139422866351305
COLORADO,CO,DENVER COUNTY,8031,2015,683328,4294518.546032243,6.284710338274216
COLORADO,CO,DOLORES COUNTY,8033,2007,1980,66.78308473999999,0.033728831
COLORADO,CO,DOLORES COUNTY,8033,2008,2061,74.15988264,0.035982475805434254
COLORADO,CO,DOLORES COUNTY,8033,2009,2057,77.520015,0.037685957705396206
COLORADO,CO,DOLORES COUNTY,8033,2010,2069,94.70055517,0.045771172
COLORADO,CO,DOLORES COUNTY,8033,2011,2044,69.01193707,0.033763179
COLORADO,CO,DOLORES COUNTY,8033,2012,2009,49.9455,0.024860876
COLORADO,CO,DOLORES COUNTY,8033,2013,2033,38.78225,0.019076365
COLORADO,CO,DOLORES COUNTY,8033,2014,1976,25.28859,0.012797869
COLORADO,CO,DOLORES COUNTY,8033,2015,1980,0.3343539,0.000168866
COLORADO,CO,DOUGLAS COUNTY,8035,2007,267177,106805.4667148925,0.39975546815366775
COLORADO,CO,DOUGLAS COUNTY,8035,2008,275500,128973.79540424174,0.4681444479282822
COLORADO,CO,DOUGLAS COUNTY,8035,2009,281386,139093.3144,0.49431497795767027
COLORADO,CO,DOUGLAS COUNTY,8035,2010,287011,150321.7682010785,0.5237491531721031
COLORADO,CO,DOUGLAS COUNTY,8035,2011,292626,163531.24990722974,0.5588404649868082
COLORADO,CO,DOUGLAS COUNTY,8035,2012,298826,180270.58024953972,0.6032627022064336
COLORADO,CO,DOUGLAS COUNTY,8035,2013,306407,169365.2965167805,0.5527461726291518
COLORADO,CO,DOUGLAS COUNTY,8035,2014,314783,168025.63109600524,0.5337824186693857
COLORADO,CO,DOUGLAS COUNTY,8035,2015,322333,166134.5999,0.5154129422403694
COLORADO,CO,EAGLE COUNTY,8037,2007,49803,23294.74564,0.4677377998270385
COLORADO,CO,EAGLE COUNTY,8037,2008,51049,25867.95505,0.5067279485825972
COLORADO,CO,EAGLE COUNTY,8037,2009,52513,25959.14307,0.4943374606874298
COLORADO,CO,EAGLE COUNTY,8037,2010,52098,26841.198562519498,0.5152059304103708
COLORADO,CO,EAGLE COUNTY,8037,2011,52048,25927.12585,0.49813875364407856
COLORADO,CO,EAGLE COUNTY,8037,2012,52330,28272.03237,0.5402643296207051
COLORADO,CO,EAGLE COUNTY,8037,2013,52814,26670.90965,0.5049969639485647
COLORADO,CO,EAGLE COUNTY,8037,2014,53276,26854.55465,0.5040647692961935
COLORADO,CO,EAGLE COUNTY,8037,2015,53863,23935.197119875495,0.44437177876975836
COLORADO,CO,ELBERT COUNTY,8039,2007,22402,3628.489896,0.16197169429151415
COLORADO,CO,ELBERT COUNTY,8039,2008,22634,3690.36444,0.1630451727391314
COLORADO,CO,ELBERT COUNTY,8039,2009,22965,5178.35189,0.22548886957914216
COLORADO,CO,ELBERT COUNTY,8039,2010,23137,6229.023983915999,0.26922349413994895
COLORADO,CO,ELBERT COUNTY,8039,2011,23175,6747.644136,0.2911604805382956
COLORADO,CO,ELBERT COUNTY,8039,2012,23276,8287.185166,0.3560399194777668
COLORADO,CO,ELBERT COUNTY,8039,2013,23543,7836.819995,0.33287261585891775
COLORADO,CO,ELBERT COUNTY,8039,2014,24035,8775.679599,0.3651208487167464
COLORADO,CO,ELBERT COUNTY,8039,2015,24634,10052.49375,0.4080739524757652
COLORADO,CO,EL PASO COUNTY,8041,2007,586783,425610.4756,0.7253285721602415
COLORADO,CO,EL PASO COUNTY,8041,2008,597919,446164.07501850673,0.7461948441486334
COLORADO,CO,EL PASO COUNTY,8041,2009,608061,475477.6981,0.7819572346753796
COLORADO,CO,EL PASO COUNTY,8041,2010,627088,498383.8151881745,0.7947589735223357
COLORADO,CO,EL PASO COUNTY,8041,2011,637376,753560.048,1.1822849433237241
COLORADO,CO,EL PASO COUNTY,8041,2012,645900,564381.6403,0.8737910517298993
COLORADO,CO,EL PASO COUNTY,8041,2013,655178,541665.8213,0.8267460464964576
COLORADO,CO,EL PASO COUNTY,8041,2014,662968,565428.4225361992,0.8528743808693621
COLORADO,CO,EL PASO COUNTY,8041,2015,674094,587102.2950673172,0.870950187
COLORADO,CO,FREMONT COUNTY,8043,2007,46959,35787.054,0.7620914840301114
COLORADO,CO,FREMONT COUNTY,8043,2008,47166,45825.17133,0.9715721352418268
COLORADO,CO,FREMONT COUNTY,8043,2009,46871,50768.11432,1.0831455340137506
COLORADO,CO,FREMONT COUNTY,8043,2010,46834,48605.13578,1.0378173074399155
COLORADO,CO,FREMONT COUNTY,8043,2011,47393,51493.15599,1.0865139576037495
COLORADO,CO,FREMONT COUNTY,8043,2012,47072,53110.33994,1.1282788055868986
COLORADO,CO,FREMONT COUNTY,8043,2013,46360,45684.079725789496,0.9854201839040012
COLORADO,CO,FREMONT COUNTY,8043,2014,46185,44028.092547601496,0.9532985286911659
COLORADO,CO,FREMONT COUNTY,8043,2015,46327,47829.12206063375,1.0324243326922475
COLORADO,CO,GARFIELD COUNTY,8045,2007,53534,34219.9695,0.6392193653442951
COLORADO,CO,GARFIELD COUNTY,8045,2008,55449,36986.18644,0.6670307207870837
COLORADO,CO,GARFIELD COUNTY,8045,2009,57089,33715.28197,0.5905740504462331
COLORADO,CO,GARFIELD COUNTY,8045,2010,56072,32563.82791,0.5807502480096572
COLORADO,CO,GARFIELD COUNTY,8045,2011,56049,32551.58891,0.5807701995118913
COLORADO,CO,GARFIELD COUNTY,8045,2012,56765,34528.67923,0.6082740989865234
COLORADO,CO,GARFIELD COUNTY,8045,2013,56945,32696.16058,0.5741708768587672
COLORADO,CO,GARFIELD COUNTY,8045,2014,57174,32861.85585,0.5747692280593014
COLORADO,CO,GARFIELD COUNTY,8045,2015,57724,31881.64294,0.5523117411250087
COLORADO,CO,GILPIN COUNTY,8047,2007,4893,807.9306762,0.16511969674126303
COLORADO,CO,GILPIN COUNTY,8047,2008,5026,587.0673425,0.11680607690011938
COLORADO,CO,GILPIN COUNTY,8047,2009,5352,833.7681649,0.15578627893591182
COLORADO,CO,GILPIN COUNTY,8047,2010,5471,1147.646711,0.20976909362091026
COLORADO,CO,GILPIN COUNTY,8047,2011,5429,2158.5016,0.3975873272366919
COLORADO,CO,GILPIN COUNTY,8047,2012,5432,1687.97817,0.3107470857879234
COLORADO,CO,GILPIN COUNTY,8047,2013,5535,545.98732,0.098642696
COLORADO,CO,GILPIN COUNTY,8047,2014,5754,231.5913,0.040248748696558916
COLORADO,CO,GILPIN COUNTY,8047,2015,5813,262.409904,0.045141906760708755
COLORADO,CO,GRAND COUNTY,8049,2007,14306,7017.006788,0.49049397373934017
COLORADO,CO,GRAND COUNTY,8049,2008,14622,7539.861117140999,0.5156518340268773
COLORADO,CO,GRAND COUNTY,8049,2009,14902,7210.2909737664995,0.48384719995748887
COLORADO,CO,GRAND COUNTY,8049,2010,14795,7622.393956,0.5152006729254647
COLORADO,CO,GRAND COUNTY,8049,2011,14564,7714.291049425749,0.5296821648877883
COLORADO,CO,GRAND COUNTY,8049,2012,14227,8891.292162571499,0.6249590330056581
COLORADO,CO,GRAND COUNTY,8049,2013,14320,7880.605962,0.5503216453739526
COLORADO,CO,GRAND COUNTY,8049,2014,14569,6838.728114,0.46940271218556523
COLORADO,CO,GRAND COUNTY,8049,2015,14742,6679.484106470999,0.45309212498107443
COLORADO,CO,GUNNISON COUNTY,8051,2007,15043,4649.83124,0.3091026550885462
COLORADO,CO,GUNNISON COUNTY,8051,2008,15250,4798.546557,0.31465879059462293
COLORADO,CO,GUNNISON COUNTY,8051,2009,15356,5388.529244,0.35090708804480336
COLORADO,CO,GUNNISON COUNTY,8051,2010,15290,5795.120955,0.37901379691733156
COLORADO,CO,GUNNISON COUNTY,8051,2011,15267,5876.368885,0.3849065884214974
COLORADO,CO,GUNNISON COUNTY,8051,2012,15390,5480.465439,0.35610561658794676
COLORADO,CO,GUNNISON COUNTY,8051,2013,15597,5224.977381,0.3349988703659037
COLORADO,CO,GUNNISON COUNTY,8051,2014,15786,5637.511724,0.3571209758022615
COLORADO,CO,GUNNISON COUNTY,8051,2015,16125,5538.769891,0.3434896056530232
COLORADO,CO,HINSDALE COUNTY,8053,2007,835,3.845375,0.00460524
COLORADO,CO,HINSDALE COUNTY,8053,2008,818,5.06219,0.006188496
COLORADO,CO,HINSDALE COUNTY,8053,2009,834,5.7118,0.006848681
COLORADO,CO,HINSDALE COUNTY,8053,2010,844,4.1855,0.004959123
COLORADO,CO,HINSDALE COUNTY,8053,2011,825,4.33685,0.005256788
COLORADO,CO,HINSDALE COUNTY,8053,2012,802,2.1565000000000003,0.002688903
COLORADO,CO,HINSDALE COUNTY,8053,2013,803,3.3751,0.004203113
COLORADO,CO,HINSDALE COUNTY,8053,2014,772,3.2398,0.004196632
COLORADO,CO,HINSDALE COUNTY,8053,2015,762,7.197184000000001,0.009445123
COLORADO,CO,HUERFANO COUNTY,8055,2007,7051,3842.274523,0.5449261839649695
COLORADO,CO,HUERFANO COUNTY,8055,2008,7073,4058.689739,0.5738286073010038
COLORADO,CO,HUERFANO COUNTY,8055,2009,6824,4712.692342,0.6906055600572978
COLORADO,CO,HUERFANO COUNTY,8055,2010,6681,5657.94726,0.8468713156651698
COLORADO,CO,HUERFANO COUNTY,8055,2011,6527,8168.274119,1.2514591878696184
COLORADO,CO,HUERFANO COUNTY,8055,2012,6567,6557.193561,0.9985067094238617
COLORADO,CO,HUERFANO COUNTY,8055,2013,6465,6364.143812,0.9843996615944315
COLORADO,CO,HUERFANO COUNTY,8055,2014,6399,5809.315826,0.9078474490271917
COLORADO,CO,HUERFANO COUNTY,8055,2015,6408,5574.099641466999,0.8698657368082083
COLORADO,CO,JACKSON COUNTY,8057,2007,1407,3.519936,0.002501731
COLORADO,CO,JACKSON COUNTY,8057,2008,1378,4.409268034,0.003199759
COLORADO,CO,JACKSON COUNTY,8057,2009,1408,7.756983068,0.005509221
COLORADO,CO,JACKSON COUNTY,8057,2010,1388,5.909811,0.004257789
COLORADO,CO,JACKSON COUNTY,8057,2011,1357,7.904778,0.005825186
COLORADO,CO,JACKSON COUNTY,8057,2012,1325,3.292212,0.002484688
COLORADO,CO,JACKSON COUNTY,8057,2013,1338,3.46063,0.00258642
COLORADO,CO,JACKSON COUNTY,8057,2014,1385,3.677965,0.00265557
COLORADO,CO,JACKSON COUNTY,8057,2015,1352,6.073729999999999,0.004492404
COLORADO,CO,JEFFERSON COUNTY,8059,2007,524911,462656.4943274959,0.881399884
COLORADO,CO,JEFFERSON COUNTY,8059,2008,529003,497829.0420886567,0.9410703570464755
COLORADO,CO,JEFFERSON COUNTY,8059,2009,531961,525664.1335781458,0.9881629171652542
COLORADO,CO,JEFFERSON COUNTY,8059,2010,535567,930366.4670511376,1.7371616754787684
COLORADO,CO,JEFFERSON COUNTY,8059,2011,540582,613211.1412840538,1.1343536064538846
COLORADO,CO,JEFFERSON COUNTY,8059,2012,546736,656708.5602,1.2011438064571036
COLORADO,CO,JEFFERSON COUNTY,8059,2013,552242,647465.5432002085,1.172430824168043
COLORADO,CO,JEFFERSON COUNTY,8059,2014,559099,633149.2711,1.1324457226096487
COLORADO,CO,JEFFERSON COUNTY,8059,2015,565240,618254.7654821657,1.0937916026504948
COLORADO,CO,KIOWA COUNTY,8061,2007,1410,836.45432,0.5932300141702128
COLORADO,CO,KIOWA COUNTY,8061,2008,1392,844.3683741049999,0.6065864756501437
COLORADO,CO,KIOWA COUNTY,8061,2009,1378,917.920927,0.6661254913113207
COLORADO,CO,KIOWA COUNTY,8061,2010,1404,1211.557339,0.8629325777767093
COLORADO,CO,KIOWA COUNTY,8061,2011,1432,1572.874268,1.0983758851284917
COLORADO,CO,KIOWA COUNTY,8061,2012,1410,1709.430946,1.2123623732322695
COLORADO,CO,KIOWA COUNTY,8061,2013,1393,2015.896029,1.4471615428865756
COLORADO,CO,KIOWA COUNTY,8061,2014,1382,1946.967901,1.408804559658828
COLORADO,CO,KIOWA COUNTY,8061,2015,1386,2005.411528,1.446905864510101
COLORADO,CO,KIT CARSON COUNTY,8063,2007,7954,1543.14662,0.19400887854438018
COLORADO,CO,KIT CARSON COUNTY,8063,2008,8157,1740.097294,0.21332564597891382
COLORADO,CO,KIT CARSON COUNTY,8063,2009,8383,1852.960581,0.2210378839337946
COLORADO,CO,KIT CARSON COUNTY,8063,2010,8271,1924.108601,0.232633128
COLORADO,CO,KIT CARSON COUNTY,8063,2011,8183,1828.999572,0.22351210706366859
COLORADO,CO,KIT CARSON COUNTY,8063,2012,8088,1511.310334,0.1868583498635015
COLORADO,CO,KIT CARSON COUNTY,8063,2013,8259,1616.659042,0.19574513160346288
COLORADO,CO,KIT CARSON COUNTY,8063,2014,8028,1665.309407,0.2074376440959143
COLORADO,CO,KIT CARSON COUNTY,8063,2015,8223,1990.8659246499992,0.24210943994284315
COLORADO,CO,LAKE COUNTY,8065,2007,7392,5065.964144,0.6853306472133387
COLORADO,CO,LAKE COUNTY,8065,2008,7450,4510.911477,0.6054914734734228
COLORADO,CO,LAKE COUNTY,8065,2009,7426,3773.622298,0.5081635197966604
COLORADO,CO,LAKE COUNTY,8065,2010,7263,4858.41612,0.6689269062921658
COLORADO,CO,LAKE COUNTY,8065,2011,7344,5696.382466,0.7756512072750545
COLORADO,CO,LAKE COUNTY,8065,2012,7259,6186.092277,0.8521962084508885
COLORADO,CO,LAKE COUNTY,8065,2013,7276,5440.509759,0.7477336117774875
COLORADO,CO,LAKE COUNTY,8065,2014,7333,3793.483312,0.5173166932495568
COLORADO,CO,LAKE COUNTY,8065,2015,7455,4243.019022304999,0.5691507742863849
COLORADO,CO,LA PLATA COUNTY,8067,2007,49343,23749.18644459425,0.48130811755657843
COLORADO,CO,LA PLATA COUNTY,8067,2008,50291,25705.297340840498,0.5111311634455569
COLORADO,CO,LA PLATA COUNTY,8067,2009,51105,24914.67075172825,0.4875192398342285
COLORADO,CO,LA PLATA COUNTY,8067,2010,51416,26130.80654,0.5082232483214952
COLORADO,CO,LA PLATA COUNTY,8067,2011,51886,29520.66156,0.5689523486359037
COLORADO,CO,LA PLATA COUNTY,8067,2012,52489,34055.58658,0.6488137815527157
COLORADO,CO,LA PLATA COUNTY,8067,2013,53432,33112.77442,0.6197180419433954
